pet_id,name,age,gender,size,status,date_arrived,adopted_date,type_id,breed_id,shelter_id,snapshot_date,snapshot_file
a8f4789b-58ec-4d8b-9cbf-f61909940918,Pet_1777,3,Female,Large,Adopted,2025-08-26,2025-09-23,dc47c99b-8a16-4667-ab3f-ea339ece6697,27af15ad-733a-4bd6-881d-3e6968be44e8,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
e47da5d4-28e4-4db3-9290-546fc994608d,Pet_5763,6,Female,Medium,Adopted,2025-08-23,2025-09-15,dc47c99b-8a16-4667-ab3f-ea339ece6697,306885b3-2b93-482d-ac88-735b012acfd9,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
9c2a70eb-71c0-4803-b8e2-73d66668d26a,Pet_3330,7,Male,Medium,Pending,2025-07-29,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,e7d963d0-f431-4a68-af9a-6ca293262c2d,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
bf148e3e-4d79-4b30-861a-b88e145cdeac,Pet_7674,7,Female,Medium,Pending,2025-11-16,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,9ba7fb10-962f-4d77-ba61-7e20940c388d,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
dddbf237-db20-4280-ba24-ad0326a6ef1e,Pet_2683,8,Female,Small,Adopted,2025-11-28,2025-12-27,dc47c99b-8a16-4667-ab3f-ea339ece6697,d56c4887-d338-417f-b819-3543ee5906be,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
3d6e1949-b671-46e3-a0e0-12628c6e0a62,Pet_9730,9,Male,Small,Adopted,2025-10-16,2025-11-24,dc47c99b-8a16-4667-ab3f-ea339ece6697,433d6004-c694-44e1-9d4a-513a341dc6a9,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
1a60240e-b4bc-4f47-a4e3-4e8060295cb1,Pet_8762,1,Male,Large,Available,2025-07-17,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,e7d963d0-f431-4a68-af9a-6ca293262c2d,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
88928e47-b996-45e4-ac23-a32228351e24,Pet_5459,12,Female,Medium,Adopted,2025-09-17,2025-09-26,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,9ba7fb10-962f-4d77-ba61-7e20940c388d,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
6564a918-d2b2-4a8c-abcb-97af3213acc3,Pet_7553,7,Female,Small,Pending,2025-09-17,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,fb17b928-223b-4549-8027-b4355c6fd8bd,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
16e63b89-df14-4b61-931b-92eaea705b6e,Pet_7931,10,Female,Small,Adopted,2025-12-05,2026-02-17,dc47c99b-8a16-4667-ab3f-ea339ece6697,306885b3-2b93-482d-ac88-735b012acfd9,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
bfd85ea6-0a00-4bf4-9862-e982bc8d6bf1,Pet_9510,3,Male,Small,Adopted,2025-09-18,2025-09-26,dc47c99b-8a16-4667-ab3f-ea339ece6697,27af15ad-733a-4bd6-881d-3e6968be44e8,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
230d16d8-d829-43a4-a030-a9c87bd9e820,Pet_4879,10,Female,Large,Pending,2025-07-30,,dc47c99b-8a16-4667-ab3f-ea339ece6697,306885b3-2b93-482d-ac88-735b012acfd9,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
652a18c4-f49e-45bc-b1cd-7afed5e407c8,Pet_7490,3,Female,Large,Available,2025-08-22,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,6d974b31-8d37-4813-9ea6-d04e24a7634a,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
2c26a1fb-93e0-47d3-82f4-6c7c24728fcc,Pet_8768,0,Female,Small,Adopted,2025-09-22,2025-12-31,dc47c99b-8a16-4667-ab3f-ea339ece6697,43b69617-bb3b-4660-9c3c-7ac39b5a5484,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
1b490fde-59ab-439b-84df-93b397eb1f5e,Pet_7382,8,Male,Small,Adopted,2025-11-04,2025-12-19,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,6d974b31-8d37-4813-9ea6-d04e24a7634a,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
be38b94e-d29c-4451-8ffa-97a8eac24b44,Pet_5048,11,Male,Small,Adopted,2025-11-08,2026-01-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,c7051977-4d8f-433c-933c-8e6ec592d991,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
bb11f549-9025-4175-b2d7-b6b32fd700b0,Pet_3964,4,Female,Small,Available,2025-08-10,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,659204d9-557f-4cc3-88e4-ae7ae9f37f16,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
f0596a09-5135-4159-98cd-018fa34c03a8,Pet_3384,4,Female,Large,Available,2025-11-26,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,6f52367b-0d5f-49d4-8ec0-38777e4c92a1,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
7da19363-fe10-4ea1-842c-030dc0ff9deb,Pet_1473,8,Female,Medium,Available,2025-12-15,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,c7051977-4d8f-433c-933c-8e6ec592d991,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
5e047dd3-0596-40fb-b237-50be33f531b5,Pet_1095,14,Female,Large,Adopted,2025-07-19,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,cfbe75fb-c5e4-4efc-a6d9-abb87151c122,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
236d087c-7a78-4520-9820-3cc0d39177bf,Pet_9049,14,Male,Large,Adopted,2025-10-14,2025-10-24,dc47c99b-8a16-4667-ab3f-ea339ece6697,4a8dbd1b-89be-4e93-a914-3c1cb3a4af0d,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
379e1824-7e17-4b42-8481-cc6400a0cf02,Pet_5678,13,Male,Large,Adopted,2025-11-08,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,1f1c8ccb-5fc3-4357-a9fc-2a5eff4b400e,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
07609b02-0901-4c6f-99ff-31bb20f72635,Pet_1417,4,Male,Medium,Adopted,2025-08-05,2025-10-04,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,6f52367b-0d5f-49d4-8ec0-38777e4c92a1,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
84412d40-1878-4308-8a43-b3a7b39cf0e7,Pet_3609,1,Male,Medium,Adopted,2025-11-14,2025-11-26,dc47c99b-8a16-4667-ab3f-ea339ece6697,27af15ad-733a-4bd6-881d-3e6968be44e8,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
fb154a01-ac68-4238-846e-db808ea3cbf6,Pet_1140,6,Female,Small,Adopted,2025-11-08,2025-11-19,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,9ba7fb10-962f-4d77-ba61-7e20940c388d,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
f090655f-71db-4112-a6de-03e5f74a18e7,Pet_1702,3,Female,Small,Available,2025-12-07,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,e2b05c44-606c-416a-ba68-a896baadfb74,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
ef77f5fd-7aee-4a5f-aa4a-8bb15c9b7194,Pet_6034,6,Male,Medium,Available,2025-08-10,,dc47c99b-8a16-4667-ab3f-ea339ece6697,6c841531-0151-4d47-a3d8-57c9c3dd1448,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
0d48f2ff-e8d6-4f23-9657-42af41a2d8e4,Pet_1407,15,Female,Medium,Adopted,2025-08-17,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,6f52367b-0d5f-49d4-8ec0-38777e4c92a1,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
d56ce84a-dbeb-459c-8584-c28fd22f0e84,Pet_9219,2,Male,Medium,Available,2025-07-05,,dc47c99b-8a16-4667-ab3f-ea339ece6697,0f5de5f3-4c81-4252-98e1-05eb38d9eb15,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
7cc68d73-3a60-43d5-944f-303db9d5ff63,Pet_4550,2,Male,Medium,Pending,2025-12-27,,dc47c99b-8a16-4667-ab3f-ea339ece6697,2770f83d-478b-491d-bb79-71ac79d4a920,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
fe0a5056-bdf1-4e15-ad70-07cf4b5784a3,Pet_3665,13,Female,Small,Adopted,2025-12-29,2026-03-14,dc47c99b-8a16-4667-ab3f-ea339ece6697,4a8dbd1b-89be-4e93-a914-3c1cb3a4af0d,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
bf4a9d84-62e4-4306-adb4-a45db865e70f,Pet_7138,7,Female,Large,Adopted,2025-10-16,2025-10-18,dc47c99b-8a16-4667-ab3f-ea339ece6697,4326ae87-1753-4d1b-9743-7338187ae611,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
a58d674d-a672-41c3-bd3a-36d6bf919dbe,Pet_2854,9,Male,Large,Available,2025-07-05,,dc47c99b-8a16-4667-ab3f-ea339ece6697,27af15ad-733a-4bd6-881d-3e6968be44e8,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
f174b921-a328-4050-8cd7-e33f40f20a4b,Pet_2140,6,Male,Large,Pending,2025-07-23,,dc47c99b-8a16-4667-ab3f-ea339ece6697,67caf719-6a1c-4822-b87f-10d497c70548,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
6316f246-cec7-4d8f-b700-10a330ded92e,Pet_7221,0,Male,Small,Adopted,2025-09-30,2025-10-19,dc47c99b-8a16-4667-ab3f-ea339ece6697,67caf719-6a1c-4822-b87f-10d497c70548,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
58312607-ee05-48c3-839e-9deea9582e9b,Pet_5807,6,Male,Medium,Pending,2025-12-27,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,1f1c8ccb-5fc3-4357-a9fc-2a5eff4b400e,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
bfb47df0-e71b-4774-ae11-0768af70d6d5,Pet_4080,8,Male,Small,Pending,2025-08-16,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,1f1c8ccb-5fc3-4357-a9fc-2a5eff4b400e,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
665c1c61-ad23-4582-a00f-169d6cb9e295,Pet_1292,4,Male,Medium,Adopted,2025-12-26,2026-02-16,dc47c99b-8a16-4667-ab3f-ea339ece6697,acc6929e-bb51-458c-8f51-c7180434257a,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
71c61f30-d328-4a17-90e3-2daeaf6f906e,Pet_6050,0,Female,Medium,Adopted,2025-12-02,2026-02-05,dc47c99b-8a16-4667-ab3f-ea339ece6697,04c2400d-d6d2-4b05-b2a3-ce5385cf444f,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
e29cc9e1-ec35-4424-b43b-f0d28f50f022,Pet_9776,8,Male,Small,Adopted,2025-08-28,2025-11-08,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,c0b17046-cba1-4927-a6cf-e97a9f8f73ec,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
d8af57e8-91e9-4216-9420-44fbf792a5e4,Pet_2662,0,Male,Large,Adopted,2025-10-20,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,9ba7fb10-962f-4d77-ba61-7e20940c388d,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
031f1f03-db2f-44d4-b0c0-d9b8f9bbb267,Pet_2384,0,Male,Large,Adopted,2025-10-04,2025-10-21,dc47c99b-8a16-4667-ab3f-ea339ece6697,04c2400d-d6d2-4b05-b2a3-ce5385cf444f,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
ed817dee-e307-484a-8a0c-7dce0c4aea56,Pet_2403,5,Female,Medium,Adopted,2025-12-05,2025-12-31,dc47c99b-8a16-4667-ab3f-ea339ece6697,67caf719-6a1c-4822-b87f-10d497c70548,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
3f41d005-d287-413b-b2a3-c852bc280067,Pet_3417,15,Female,Large,Adopted,2025-10-18,2025-12-18,dc47c99b-8a16-4667-ab3f-ea339ece6697,43b69617-bb3b-4660-9c3c-7ac39b5a5484,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
174ab76f-9cc9-44b8-8d34-119c33457715,Pet_3741,5,Female,Medium,Adopted,2025-09-13,2025-12-31,dc47c99b-8a16-4667-ab3f-ea339ece6697,2770f83d-478b-491d-bb79-71ac79d4a920,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
e72bcfb2-75ac-4a95-b107-a91d3c1b5023,Pet_4022,15,Male,Large,Available,2025-12-30,,dc47c99b-8a16-4667-ab3f-ea339ece6697,acc6929e-bb51-458c-8f51-c7180434257a,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
a28c3041-c0bb-4c2e-8567-6225efa39d3d,Pet_6953,0,Female,Small,Adopted,2025-12-25,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,63912480-21b8-4209-83b3-e9eff5f4ccff,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
68f0c214-e2a8-418b-8cff-78e4103c95c9,Pet_6728,1,Male,Medium,Pending,2025-09-25,,dc47c99b-8a16-4667-ab3f-ea339ece6697,eb54b275-04fd-4545-bccc-f06ad68e60c1,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
7976d048-8926-4111-9a95-df5f16373a02,Pet_6152,4,Female,Small,Adopted,2025-08-17,2025-09-11,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,cc3167c2-f05f-4313-b05f-1e3fa1cc7a3a,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
33cc841e-d037-4e02-801c-e51eb58f3543,Pet_7575,12,Male,Large,Adopted,2025-08-13,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,c7051977-4d8f-433c-933c-8e6ec592d991,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
80a25473-875a-4395-888d-29d5a2b267cf,Pet_6688,10,Female,Medium,Adopted,2025-07-20,2025-08-07,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,659204d9-557f-4cc3-88e4-ae7ae9f37f16,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
a7b88d4b-80be-48a8-9324-b1c9ee7adfdf,Pet_2170,3,Male,Medium,Adopted,2025-08-02,2025-08-09,dc47c99b-8a16-4667-ab3f-ea339ece6697,4326ae87-1753-4d1b-9743-7338187ae611,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
4bbac23f-6777-4b81-9f72-6e7c62545d83,Pet_5535,6,Male,Small,Adopted,2025-12-21,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,e2b05c44-606c-416a-ba68-a896baadfb74,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
e76d7c95-1965-4afb-9a3c-c3429af14dee,Pet_1727,13,Female,Small,Adopted,2025-08-06,2025-09-25,dc47c99b-8a16-4667-ab3f-ea339ece6697,306885b3-2b93-482d-ac88-735b012acfd9,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
ce224b2f-2913-4d40-af31-e9dd0f7f8498,Pet_8661,5,Male,Large,Available,2025-08-18,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,6d8bc93a-8c49-4828-b34a-ca501a34c67b,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
b8211ce6-f78a-451c-ac13-11e1a338b5ae,Pet_6734,14,Male,Medium,Available,2025-11-04,,dc47c99b-8a16-4667-ab3f-ea339ece6697,4a8dbd1b-89be-4e93-a914-3c1cb3a4af0d,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
f341f51b-8e23-4921-b183-046e24ed7e67,Pet_2563,6,Male,Large,Adopted,2025-12-23,2026-02-27,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,b3109073-1613-4a35-a49d-2214b6d494b0,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
fe0f43fb-9225-44ed-902f-3f001128f568,Pet_9960,10,Male,Small,Available,2025-09-24,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,659204d9-557f-4cc3-88e4-ae7ae9f37f16,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
5cdc0e73-099b-4ddc-b4d4-c6a8c1802ed3,Pet_9564,0,Female,Small,Adopted,2025-11-09,2025-12-08,dc47c99b-8a16-4667-ab3f-ea339ece6697,67caf719-6a1c-4822-b87f-10d497c70548,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
a0e5efce-827c-4f6b-b2da-9ee6f11a0d6e,Pet_8221,2,Female,Medium,Adopted,2025-07-29,2025-12-31,dc47c99b-8a16-4667-ab3f-ea339ece6697,d7311d66-c62a-4d30-bb8f-3aae60dd207d,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
e5a8b93b-efc7-4e94-bf9e-882ed10bdead,Pet_1054,13,Male,Large,Pending,2025-10-06,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,9ad86cbd-8cdd-4987-a6ee-a96a6cbde307,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
9efdfb85-5989-4564-bdaf-0968ab6b246c,Pet_7004,15,Male,Medium,Adopted,2025-12-15,2026-01-20,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,e2b05c44-606c-416a-ba68-a896baadfb74,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
5385db83-0c22-4c55-a45a-dd3289265b49,Pet_7747,14,Male,Large,Adopted,2025-12-13,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,e7d963d0-f431-4a68-af9a-6ca293262c2d,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
435af1d9-c157-41be-b1aa-f16925c56c74,Pet_9470,14,Female,Medium,Adopted,2025-10-27,2026-01-11,dc47c99b-8a16-4667-ab3f-ea339ece6697,0f5de5f3-4c81-4252-98e1-05eb38d9eb15,d09318e3-6265-440f-82ad-eb5630f8dc02,2025-12-31,animals_snapshot_20251231_143114.csv
a5ffc895-448a-4cad-987c-784d285b048b,Pet_9420,12,Male,Small,Adopted,2025-07-25,2025-08-18,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,c0b17046-cba1-4927-a6cf-e97a9f8f73ec,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
660a25e5-d0ec-486f-adca-6658d1abd78c,Pet_6191,14,Female,Medium,Available,2025-08-01,,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,cfbe75fb-c5e4-4efc-a6d9-abb87151c122,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
70762230-fd2a-4861-8647-783ec9196485,Pet_2123,14,Male,Small,Adopted,2025-11-21,2025-12-31,dc47c99b-8a16-4667-ab3f-ea339ece6697,0f5de5f3-4c81-4252-98e1-05eb38d9eb15,04cb58d9-2c08-47ab-ac7b-e3843630148e,2025-12-31,animals_snapshot_20251231_143114.csv
750b893e-cf49-4766-8cfa-4c67547e9aa8,Pet_8240,15,Female,Small,Adopted,2025-12-27,2026-03-18,dc47c99b-8a16-4667-ab3f-ea339ece6697,4a8dbd1b-89be-4e93-a914-3c1cb3a4af0d,10f8f88d-e4c7-4cff-9178-e536e3f3df12,2025-12-31,animals_snapshot_20251231_143114.csv
5b83ddd2-f62b-46f4-a790-e232962a2bac,Pet_3833,2,Female,Large,Adopted,2025-09-03,2025-12-31,eeccbbc8-d85d-43cb-b98a-7e8e03f389b7,9ba7fb10-962f-4d77-ba61-7e20940c388d,f0a1c196-83cc-4a38-99be-4ff540552b3d,2025-12-31,animals_snapshot_20251231_143114.csv
ebad3aee-1b46-456d-ac4c-a69000033dc9,Pet_1887,13,Male,Medium,Adopted,2025-08-29,2025-12-31,dc47c99b-8a16-4667-ab3f-ea339ece6697,d56c4887-d338-417f-b819-3543ee5906be,243b0906-b9ab-45f1-a1e7-5e5b0e6db74f,2025-12-31,animals_snapshot_20251231_143114.csv
